Unnamed: 0,absence of mental illness,absence of physical illness,cognitive health,emotional health,physical activity health,sensory health,sleep health,subclinical health,Years since publication,contribution index
doc2324,0,1,0,0,0,0,0,0,5,0.321736604
doc693,0,0,0,0,0,0,1,0,5,0.321808694
doc8517,0,1,0,0,0,0,0,0,20,0.322016578
doc6472,0,0,0,0,0,1,0,0,4,0.322040944
doc11921,0,0.040481696,0,0,0,0.959518304,0,0,2,0.322059773
doc3942,0,1,0,0,0,0,0,0,12,0.322335516
doc4468,0,1,0,0,0,0,0,0,22,0.322379067
doc10403,0,0,0,0,0,1,0,0,3,0.322685905
doc12040,0,1,0,0,0,0,0,0,10,0.322937367
doc4708,0,1,0,0,0,0,0,0,4,0.323046126
doc4946,0,0,1,0,0,0,0,0,11,0.323329548
doc2167,0,1,0,0,0,0,0,0,10,0.323417776
doc13156,0,1,0,0,0,0,0,0,2,0.323658831
doc9446,0,0,0.504234522,0,0.495765478,0,0,0,6,0.323698469
doc12587,0,1,0,0,0,0,0,0,12,0.323795063
doc159,0,1,0,0,0,0,0,0,5,0.323904848
doc5510,0,1,0,0,0,0,0,0,6,0.323960292
doc1884,0,1,0,0,0,0,0,0,2,0.324081035
doc1221,0,1,0,0,0,0,0,0,7,0.324126393
doc3900,0,1,0,0,0,0,0,0,2,0.324186831
doc10391,0,0,0,0,0,0,1,0,9,0.324357736
doc5461,0,0,1,0,0,0,0,0,2,0.324375204
doc8706,0,0,0,0,0,1,0,0,3,0.324527892
doc8610,0,1,0,0,0,0,0,0,11,0.325137976
doc11586,0,0,0.34955805,0,0.343686928,0,0,0.306755022,18,0.325565683
doc3943,0,1,0,0,0,0,0,0,14,0.325596577
doc5148,0,1,0,0,0,0,0,0,4,0.325622943
doc2755,0,1,0,0,0,0,0,0,21,0.325933287
doc11861,0,0,0,0,1,0,0,0,2,0.326156867
doc2540,0,1,0,0,0,0,0,0,23,0.326423622
doc9211,0,1,0,0,0,0,0,0,14,0.326688193
doc12409,0,0,0,0,1,0,0,0,3,0.326787843
doc13409,0,1,0,0,0,0,0,0,4,0.326854161
doc6914,0,1,0,0,0,0,0,0,7,0.327081617
doc7281,0,0,0,0,0,1,0,0,2,0.327155784
doc6917,0,1,0,0,0,0,0,0,10,0.327191664
doc2568,0,0,0,0,0,1,0,0,11,0.327261019
doc5078,0,1,0,0,0,0,0,0,4,0.327495854
doc9094,0,0,0,0,1,0,0,0,13,0.327857146
doc10713,0,0,0,0,0,0,1,0,22,0.327948436
doc13190,0,1,0,0,0,0,0,0,10,0.328016749
doc2562,0,0,1,0,0,0,0,0,20,0.328068364
doc11295,0,0.482536333,0.260923045,0,0.256540622,0,0,0,19,0.328155369
doc9090,0,0.486884203,0,0,0,0,0,0.513115797,7,0.328325084
doc5581,0,0,0,0,0.029476788,0.970523212,0,0,4,0.328411286
doc8290,0,1,0,0,0,0,0,0,3,0.328450816
doc2855,0,1,0,0,0,0,0,0,21,0.328513941
doc2718,0,0,0.023295563,0,0,0.976704437,0,0,18,0.32852979
doc9434,0,0.928241114,0,0,0,0.071758886,0,0,6,0.328624507
doc1950,0,1,0,0,0,0,0,0,2,0.328632116
doc9582,0,0,0,0,1,0,0,0,7,0.328780886
doc1349,0,0,0,0,0,0,1,0,19,0.32885935
doc8373,0,1,0,0,0,0,0,0,12,0.329178004
doc8890,0,0,0,1,0,0,0,0,21,0.329385617
doc3647,0,1,0,0,0,0,0,0,17,0.329494968
doc12511,0,1,0,0,0,0,0,0,11,0.329498484
doc11367,0,1,0,0,0,0,0,0,2,0.329558776
doc1986,0,0,0,0,1,0,0,0,9,0.329639374
doc3763,0,1,0,0,0,0,0,0,7,0.329645315
doc8813,0,1,0,0,0,0,0,0,19,0.329679796
doc6175,0,0.21795969,0.229702627,0,0.322635082,0,0,0.229702602,7,0.329683301
doc13512,0,0,0,0,0,1,0,0,8,0.330082931
doc3694,0,0,0,0,1,0,0,0,11,0.330092173
doc8757,0,0,0,0,1,0,0,0,7,0.330478721
doc10335,0,1,0,0,0,0,0,0,8,0.330580062
doc5936,0,1,0,0,0,0,0,0,3,0.330831541
doc921,0,0,0,0,0,0,0,1,5,0.330984312
doc2304,0,0,0.25156351,0,0.481150258,0,0.267286232,0,16,0.331023523
doc4715,0,0,0,0.718750005,0,0,0,0.281249995,18,0.331075302
doc8819,0,1,0,0,0,0,0,0,12,0.331084551
doc12840,0,0,0,0,0,1,0,0,11,0.331236229
doc1219,0,1,0,0,0,0,0,0,11,0.331604951
doc7689,0,0,0.468670637,0,0.531329363,0,0,0,11,0.331748478
doc4005,0,1,0,0,0,0,0,0,27,0.331814859
doc10506,0,0.486884203,0,0,0,0,0,0.513115797,10,0.331908802
doc12066,0,1,0,0,0,0,0,0,3,0.332057418
doc3585,0,0,1,0,0,0,0,0,5,0.332129835
doc8,0,0,0,1,0,0,0,0,3,0.332542303
doc10618,0,1,0,0,0,0,0,0,8,0.332588997
doc10533,0,0,0,0,0.648321693,0,0.351678307,0,12,0.332627058
doc11859,0,0,0.467023664,0,0.459179608,0.073796728,0,0,8,0.332664276
doc4212,0,1,0,0,0,0,0,0,5,0.332669166
doc5207,0,1,0,0,0,0,0,0,6,0.332700251
doc1524,0,0,0.504234522,0,0.495765478,0,0,0,9,0.332724474
doc7812,0,1,0,0,0,0,0,0,15,0.332883921
doc2208,0,1,0,0,0,0,0,0,3,0.332970845
doc5096,0,0,0,1,0,0,0,0,23,0.333661627
doc3809,0,1,0,0,0,0,0,0,6,0.333856814
doc1351,0,1,0,0,0,0,0,0,11,0.333935312
doc2308,0,1,0,0,0,0,0,0,11,0.334002158
doc10121,0,0,0,0,0,1,0,0,13,0.334008854
doc3892,0,1,0,0,0,0,0,0,5,0.334178858
doc1596,0,1,0,0,0,0,0,0,21,0.334362987
doc7764,0,1,0,0,0,0,0,0,4,0.334510206
doc3816,0,0,0,1,0,0,0,0,13,0.334784176
doc2313,0,1,0,0,0,0,0,0,3,0.334794987
doc1809,0,1,0,0,0,0,0,0,7,0.335031009
doc7807,0,1,0,0,0,0,0,0,12,0.335127309
doc3933,0,0.917813437,0,0,0.082186563,0,0,0,4,0.335173541
doc9659,0,0,0.027797875,0,0.972202125,0,0,0,17,0.335224017
doc10169,0,0,0,0,0,1,0,0,6,0.335389297
doc10280,0,0,0,0,0,1,0,0,5,0.335438407
doc1083,0,1,0,0,0,0,0,0,19,0.335579199
doc2300,0,1,0,0,0,0,0,0,3,0.335772278
doc7021,0,1,0,0,0,0,0,0,12,0.336014758
doc4461,0,1,0,0,0,0,0,0,2,0.336053203
doc8089,0,0,0,0,0,0,0,1,23,0.336071453
doc3840,0,0,0,0,1,0,0,0,3,0.336294862
doc13441,0,0,0,0,0,1,0,0,2,0.336454984
doc5599,0,0.33274629,0.316580229,0,0,0,0,0.35067348,16,0.336534342
doc11147,0,1,0,0,0,0,0,0,7,0.336570846
doc8450,0,0.662622323,0,0,0,0.337377677,0,0,2,0.336619807
doc9403,0,0,0,0,0.68965517,0.31034483,0,0,2,0.336818582
doc12246,0,1,0,0,0,0,0,0,13,0.336926384
doc8647,0,0,0,0,1,0,0,0,11,0.336967577
doc469,0,0,0,1,0,0,0,0,3,0.337224388
doc8075,0,1,0,0,0,0,0,0,21,0.337355327
doc7055,0,0,0,0,1,0,0,0,8,0.337628757
doc8573,0,1,0,0,0,0,0,0,8,0.337822431
doc3720,0,0,0.222222227,0.777777773,0,0,0,0,10,0.337902621
doc1810,0,1,0,0,0,0,0,0,11,0.337937046
doc3203,0,0,0,0,0.091909797,0,0.908090203,0,10,0.338044813
doc2783,0,1,0,0,0,0,0,0,2,0.338132886
doc1089,0,0,0,0,1,0,0,0,13,0.338307167
doc1791,0,0,0.385289782,0,0.378818515,0,0,0.235891703,8,0.338343533
doc4502,0,0,1,0,0,0,0,0,3,0.338423926
doc10047,0,0.281330981,0,0,0.718669019,0,0,0,8,0.338486408
doc2716,0,0,0.303687115,0,0,0.696312885,0,0,15,0.338630577
doc12075,0,0,0,0,0,1,0,0,10,0.338724247
doc1607,0,1,0,0,0,0,0,0,3,0.338783261
doc2942,0,0.486884203,0,0,0,0,0,0.513115797,4,0.338858077
doc5528,0,1,0,0,0,0,0,0,2,0.338917234
doc11385,0,1,0,0,0,0,0,0,12,0.339011876
doc12735,0,1,0,0,0,0,0,0,12,0.339121634
doc11490,0,0,0,0,0,0.683342734,0.316657266,0,5,0.339346126
doc1011,0,1,0,0,0,0,0,0,3,0.339397489
doc8965,0,1,0,0,0,0,0,0,4,0.339397489
doc9511,0,0,0,0,0,0,1,0,6,0.339401322
doc9741,0,0,0,1,0,0,0,0,19,0.339466104
doc10246,0,1,0,0,0,0,0,0,6,0.339485602
doc11468,0,0,0,0,0,0,1,0,5,0.339525866
doc8336,0,1,0,0,0,0,0,0,4,0.339647472
doc12607,0,0.669475219,0,0,0,0.330524781,0,0,4,0.340250036
doc12218,0,0,0,0,0,1,0,0,7,0.34035517
doc3500,0,1,0,0,0,0,0,0,17,0.340636535
doc5508,0,1,0,0,0,0,0,0,4,0.340873701
doc7377,0,0,0.832200383,0,0,0.167799617,0,0,9,0.341129655
doc10469,0,1,0,0,0,0,0,0,4,0.341336698
doc11879,0,1,0,0,0,0,0,0,4,0.341555111
doc5485,0,1,0,0,0,0,0,0,10,0.34162762
doc10612,0,1,0,0,0,0,0,0,25,0.341731763
doc1802,0,1,0,0,0,0,0,0,4,0.341854861
doc12990,0,1,0,0,0,0,0,0,14,0.3418744
doc40,0,1,0,0,0,0,0,0,6,0.342137642
doc11294,0,0,0,1,0,0,0,0,15,0.342496179
doc1777,0,1,0,0,0,0,0,0,4,0.342497124
doc7226,0,0,0,0,1,0,0,0,14,0.342991172
doc360,0,0,0,0,1,0,0,0,7,0.343099113
doc13346,0,0,0,0,1,0,0,0,8,0.343446698
doc2090,0,0,0,0,0,1,0,0,5,0.34348325
doc9206,0,1,0,0,0,0,0,0,5,0.34348325
doc4818,0,0,0,0,0,1,0,0,8,0.343564035
doc12809,0,0,0,0,0,1,0,0,2,0.343614643
doc3398,0,1,0,0,0,0,0,0,4,0.343907761
doc5424,0,1,0,0,0,0,0,0,15,0.343934535
doc4394,0,0.201537806,0,0,0.798462194,0,0,0,2,0.344037458
doc12190,0,1,0,0,0,0,0,0,2,0.344442423
doc2394,0,1,0,0,0,0,0,0,4,0.344447338
doc12563,0,1,0,0,0,0,0,0,3,0.34452017
doc6316,0,1,0,0,0,0,0,0,4,0.344606864
doc669,0,1,0,0,0,0,0,0,28,0.344758778
doc4421,0,0,0,0,1,0,0,0,7,0.344972204
doc7814,0,1,0,0,0,0,0,0,15,0.345478195
doc11373,0,0,0.955942795,0,0,0.044057205,0,0,16,0.345710678
doc5987,0,0,1,0,0,0,0,0,11,0.345785656
doc9262,0,1,0,0,0,0,0,0,3,0.346190802
doc11738,0,0.861792232,0.138207768,0,0,0,0,0,4,0.346686917
doc523,0,1,0,0,0,0,0,0,5,0.346955697
doc774,0,1,0,0,0,0,0,0,16,0.347063103
doc4675,0,1,0,0,0,0,0,0,3,0.34709346
doc8205,0,0,0,0,0.31968797,0,0.68031203,0,2,0.34709346
doc2865,0,0,0,0,1,0,0,0,4,0.347341193
doc13615,0,0.467917985,0,0,0,0.532082015,0,0,9,0.347747146
doc11233,0,0,0,0,0,1,0,0,4,0.347758707
doc1168,0,1,0,0,0,0,0,0,4,0.348721371
doc10716,0,1,0,0,0,0,0,0,3,0.349089116
doc4027,0,0,0,0,0,1,0,0,7,0.349198826
doc3051,0,0,0,0,0,0.943808873,0,0.056191127,2,0.349310565
doc10237,0,0,0,0,1,0,0,0,8,0.349722609
doc8686,0,1,0,0,0,0,0,0,2,0.349785097
doc11778,0,0.486884203,0,0,0,0,0,0.513115797,9,0.350585451
doc6915,0,1,0,0,0,0,0,0,6,0.350647936
doc12294,0,1,0,0,0,0,0,0,7,0.35087617
doc4168,0,1,0,0,0,0,0,0,4,0.351502321
doc7756,0,0,1,0,0,0,0,0,8,0.351620834
doc11965,0,1,0,0,0,0,0,0,4,0.351630631
doc9706,0,1,0,0,0,0,0,0,8,0.35216037
doc206,0,1,0,0,0,0,0,0,27,0.352173138
doc5065,0,1,0,0,0,0,0,0,2,0.352215336
doc10313,0,1,0,0,0,0,0,0,7,0.352332216
doc5551,0,1,0,0,0,0,0,0,19,0.352332619
doc8718,0,1,0,0,0,0,0,0,16,0.352485295
doc9484,0,0,0,0,0,0,0,1,2,0.35257199
doc12025,0,1,0,0,0,0,0,0,9,0.352621465
doc514,0,0,0,1,0,0,0,0,5,0.352662376
doc4824,0,0,0,0,0,1,0,0,7,0.352680207
doc4420,0,1,0,0,0,0,0,0,5,0.352939349
doc12991,0,1,0,0,0,0,0,0,14,0.352947185
doc306,0,0,0,0,0,1,0,0,5,0.352974648
doc2543,0,1,0,0,0,0,0,0,23,0.353032229
doc1367,0,1,0,0,0,0,0,0,9,0.353055048
doc3237,0,0.904378095,0,0,0.095621905,0,0,0,5,0.353076008
doc10464,0,0,0,1,0,0,0,0,3,0.353206353
doc9,0,0.837322507,0,0,0.162677493,0,0,0,3,0.353370161
doc9505,0,0,0,0,0.495765458,0,0,0.504234542,3,0.353403488
doc2109,0,0,0,0,1,0,0,0,13,0.353441279
doc5859,0,0,0,0,0,1,0,0,4,0.353565725
doc6730,0,1,0,0,0,0,0,0,9,0.353877781
doc6587,0,1,0,0,0,0,0,0,17,0.354127085
doc12105,0,0,0.464008903,0,0.498112817,0,0.03787828,0,18,0.354392224
doc3982,0,1,0,0,0,0,0,0,8,0.354723022
doc6711,0,0,0,0,0,1,0,0,12,0.354826453
doc10230,0,0,1,0,0,0,0,0,3,0.355162276
doc2217,0,0,1,0,0,0,0,0,5,0.355321039
doc12271,0,0,0,0,1,0,0,0,12,0.355351527
doc3633,0,1,0,0,0,0,0,0,12,0.355368862
doc7331,0,0,1,0,0,0,0,0,5,0.355386094
doc578,0,0,0,1,0,0,0,0,10,0.355966658
doc10833,0,1,0,0,0,0,0,0,7,0.356162341
doc12228,0,0.240290506,0,0,0,0,0,0.759709494,11,0.356438114
doc2452,0,1,0,0,0,0,0,0,10,0.356460933
doc9269,0,1,0,0,0,0,0,0,2,0.356507805
doc6471,0,0,0,0,0,1,0,0,6,0.35673148
doc6558,0,1,0,0,0,0,0,0,7,0.356901894
doc8719,0,1,0,0,0,0,0,0,10,0.356908368
doc3134,0,1,0,0,0,0,0,0,13,0.35698914
doc6228,0,1,0,0,0,0,0,0,12,0.357164849
doc11349,0,1,0,0,0,0,0,0,23,0.357180539
doc5665,0,0,0,0,0,1,0,0,8,0.357473759
doc12682,0,1,0,0,0,0,0,0,5,0.357687527
doc12642,0,1,0,0,0,0,0,0,5,0.358036496
doc5050,0,1,0,0,0,0,0,0,2,0.358048288
doc3453,0,0.405471781,0.594528219,0,0,0,0,0,13,0.358144843
doc939,0,1,0,0,0,0,0,0,5,0.358157478
doc7033,0,1,0,0,0,0,0,0,4,0.358420882
doc9624,0,1,0,0,0,0,0,0,11,0.358505106
doc11689,0,0.486884203,0,0,0,0,0,0.513115797,6,0.358545679
doc12308,0,1,0,0,0,0,0,0,12,0.359154224
doc13506,0,0,0,0,0,0,1,0,11,0.359534258
doc189,0,1,0,0,0,0,0,0,3,0.359828479
doc10969,0,1,0,0,0,0,0,0,11,0.35988767
doc6599,0,0.139996382,0,0,0.860003618,0,0,0,8,0.360587383
doc3850,0,1,0,0,0,0,0,0,7,0.360655858
doc8664,0,0,0,0.132056684,0,0.867943316,0,0,9,0.360877352
doc4274,0,1,0,0,0,0,0,0,2,0.360945438
doc4193,0,1,0,0,0,0,0,0,7,0.361031779
doc258,0,0,0,0,0,0,1,0,11,0.361041373
doc1172,0,1,0,0,0,0,0,0,19,0.361045804
doc11353,0,0,0,0.304651591,0.695348409,0,0,0,2,0.361071627
doc11667,0,1,0,0,0,0,0,0,10,0.361074587
doc12901,0,0,0,0,0,1,0,0,5,0.3610775
doc6308,0,0,0,0,0,1,0,0,3,0.361114058
doc8056,0,0,0,1,0,0,0,0,2,0.361212776
doc9856,0,0,1,0,0,0,0,0,12,0.361690822
doc2873,0,0,0,0,1,0,0,0,23,0.361775763
doc6729,0,1,0,0,0,0,0,0,8,0.362123654
doc7314,0,1,0,0,0,0,0,0,7,0.36214167
doc11585,0,0,0.680851065,0,0,0,0,0.319148935,17,0.362248046
doc6379,0,1,0,0,0,0,0,0,11,0.362294258
doc11296,0,1,0,0,0,0,0,0,4,0.362406925
doc2328,0,1,0,0,0,0,0,0,5,0.362510642
doc10721,0,1,0,0,0,0,0,0,6,0.362540175
doc11737,0,0.861792232,0.138207768,0,0,0,0,0,5,0.362591933
doc1121,0,0,0.504234522,0,0.495765478,0,0,0,6,0.363029793
doc5240,0,0,0,0,0,1,0,0,9,0.363182815
doc6066,0,1,0,0,0,0,0,0,11,0.363546879
doc7883,0,1,0,0,0,0,0,0,3,0.363615085
doc5299,0,1,0,0,0,0,0,0,13,0.363648898
doc12626,0,1,0,0,0,0,0,0,11,0.363685919
doc850,0,0,1,0,0,0,0,0,3,0.363816606
doc9503,0,1,0,0,0,0,0,0,2,0.363950312
doc2185,0,1,0,0,0,0,0,0,6,0.364077537
doc13124,0,1,0,0,0,0,0,0,4,0.364217089
doc5190,0,1,0,0,0,0,0,0,7,0.364225684
doc2983,0,0.481348935,0.422735284,0,0,0.095915782,0,0,19,0.364279333
doc10394,0,0,0,0,0,1,0,0,14,0.364408008
doc254,0,1,0,0,0,0,0,0,5,0.364624123
doc13373,0,1,0,0,0,0,0,0,6,0.364737345
doc741,0,0,0,0,0,1,0,0,5,0.364760981
doc11478,0,0,0,0,0,1,0,0,8,0.36490106
doc11463,0,0,0,0,0,0,0,1,13,0.364994137
doc571,0,1,0,0,0,0,0,0,24,0.365455905
doc3727,0,1,0,0,0,0,0,0,22,0.365456364
doc2364,0,0,0,0,0,1,0,0,13,0.365698834
doc3275,0,0,0.296651463,0,0.291668952,0,0.411679585,0,10,0.365739483
doc10254,0,0,0,0,0,1,0,0,5,0.365987693
doc7505,0,0,0,0,0,1,0,0,2,0.366092032
doc601,0,0,0,1,0,0,0,0,5,0.366098828
doc1242,0,0,0,0,0,1,0,0,14,0.36627307
doc10543,0,1,0,0,0,0,0,0,6,0.366304636
doc10987,0,1,0,0,0,0,0,0,4,0.366498118
doc3719,0,0.256635158,0,0,0,0.743364842,0,0,3,0.366601061
doc7813,0,1,0,0,0,0,0,0,13,0.367272366
doc9509,0,1,0,0,0,0,0,0,2,0.367287236
doc5511,0,1,0,0,0,0,0,0,11,0.367332362
doc11063,0,0,0,0,0,1,0,0,3,0.36736424
doc3914,0,1,0,0,0,0,0,0,13,0.367617029
doc3546,0,0,0,0,0,1,0,0,6,0.367728539
doc11573,0,1,0,0,0,0,0,0,4,0.367797332
doc13126,0,1,0,0,0,0,0,0,3,0.367830156
doc11741,0,1,0,0,0,0,0,0,4,0.36786782
doc589,0,0.38177212,0,0,0,0.61822788,0,0,6,0.367961251
doc6570,0,0,0.041636285,0,0,0.958363715,0,0,2,0.368067621
doc5167,0,0,0,0,0,0.621021696,0,0.378978304,21,0.368492665
doc3060,0,0,0,0,1,0,0,0,2,0.368679823
doc788,0,1,0,0,0,0,0,0,9,0.368687813
doc10103,0,0.877566166,0.122433834,0,0,0,0,0,2,0.368950736
doc3156,0,0,0,0,0,1,0,0,5,0.36965871
doc719,0,0,0.038355756,0,0,0.961644244,0,0,4,0.369913987
doc4572,0,1,0,0,0,0,0,0,3,0.370039951
doc4590,0,0,0.637408009,0,0,0.362591991,0,0,5,0.370537795
doc7566,0,1,0,0,0,0,0,0,3,0.370861368
doc10652,0,1,0,0,0,0,0,0,11,0.370892672
doc4776,0,0,0,0,0,0.830262229,0,0.169737771,12,0.370964718
doc11660,0,1,0,0,0,0,0,0,17,0.371004775
doc4782,0,1,0,0,0,0,0,0,5,0.371883473
doc1668,0,0,0,0,1,0,0,0,3,0.372222844
doc2234,0,0,1,0,0,0,0,0,11,0.372306617
doc7270,0,1,0,0,0,0,0,0,13,0.372390074
doc4187,0,0,0,0,0.860103625,0.139896375,0,0,17,0.372441774
doc7456,0,0.486884203,0,0,0,0,0,0.513115797,8,0.372531425
doc5965,0,1,0,0,0,0,0,0,6,0.37255934
doc2937,0,0,0,0,0,1,0,0,3,0.372616126
doc13333,0,1,0,0,0,0,0,0,2,0.373278986
doc7090,0,1,0,0,0,0,0,0,10,0.373333453
doc6641,0,0,0,0,0,1,0,0,4,0.373389002
doc9757,0,0,0,0,0.197303614,0,0,0.802696386,16,0.373671762
doc1669,0,0.207683853,0,0,0,0.792316147,0,0,2,0.373695242
doc4016,0,1,0,0,0,0,0,0,14,0.374025209
doc12309,0,0.729893562,0,0,0.270106438,0,0,0,6,0.374483099
doc7346,0,0,0,0.160919541,0,0,0.839080459,0,4,0.37479668
doc9002,0,1,0,0,0,0,0,0,8,0.374866767
doc4925,0,1,0,0,0,0,0,0,7,0.374961383
doc6302,0,1,0,0,0,0,0,0,3,0.375052169
doc4654,0,1,0,0,0,0,0,0,5,0.375270708
doc13327,0,1,0,0,0,0,0,0,11,0.375583371
doc9237,0,1,0,0,0,0,0,0,2,0.37559885
doc13251,0,1,0,0,0,0,0,0,4,0.375851495
doc7388,0,0,0,0,0,1,0,0,8,0.375871985
doc7171,0,1,0,0,0,0,0,0,6,0.376048661
doc13089,0,0,0,0,1,0,0,0,5,0.376613711
doc11768,0,0,0,0,0,0,0,1,11,0.376877329
doc12444,0,1,0,0,0,0,0,0,8,0.377046675
doc191,0,0,0,0,0,1,0,0,3,0.377753744
doc3441,0,0,0,0,0,0,1,0,24,0.377809204
doc6442,0,1,0,0,0,0,0,0,11,0.377816286
doc7236,0,1,0,0,0,0,0,0,6,0.377899868
doc7880,0,0,0,0,0,0.683342734,0.316657266,0,8,0.377953451
doc5288,0,1,0,0,0,0,0,0,7,0.378055258
doc10654,0,1,0,0,0,0,0,0,9,0.378125925
doc13287,0,1,0,0,0,0,0,0,10,0.378732544
doc12693,0,0,0,0.675989917,0,0.324010083,0,0,4,0.378811327
doc9351,0,1,0,0,0,0,0,0,9,0.378828307
doc7041,0,1,0,0,0,0,0,0,3,0.378908364
doc4624,0,1,0,0,0,0,0,0,7,0.379151391
doc3081,0,1,0,0,0,0,0,0,7,0.379226998
doc6404,0,0,0,0,0,1,0,0,3,0.37936865
doc12513,0,0,0,0,0,0,0,1,2,0.379432511
doc142,0,1,0,0,0,0,0,0,2,0.379539504
doc12482,0,0,0,0,0,1,0,0,2,0.379546923
doc3745,0,0,0,1,0,0,0,0,22,0.379563134
doc10011,0,1,0,0,0,0,0,0,13,0.379578845
doc12554,0,1,0,0,0,0,0,0,8,0.379696495
doc11565,0,1,0,0,0,0,0,0,11,0.379758969
doc4403,0,0,0,0,1,0,0,0,3,0.379907536
doc5105,0,1,0,0,0,0,0,0,4,0.380355963
doc10989,0,1,0,0,0,0,0,0,12,0.380498021
doc3767,0,1,0,0,0,0,0,0,15,0.380517825
doc13598,0,1,0,0,0,0,0,0,4,0.380846132
doc7598,0,1,0,0,0,0,0,0,15,0.381115558
doc9752,0,1,0,0,0,0,0,0,3,0.381252518
doc2099,0,0,0,0,0,1,0,0,2,0.381326779
doc1574,0,1,0,0,0,0,0,0,12,0.381441285
doc4692,0,0.979332773,0,0,0.020667227,0,0,0,17,0.38148075
doc4251,0,0,0,0,0,1,0,0,3,0.381728801
doc1479,0,1,0,0,0,0,0,0,10,0.381734084
doc1801,0,1,0,0,0,0,0,0,4,0.38175538
doc7315,0,1,0,0,0,0,0,0,7,0.382002324
doc4968,0,0,1,0,0,0,0,0,16,0.382024304
doc10879,0,1,0,0,0,0,0,0,13,0.38222698
doc6753,0,0,0,0,0,1,0,0,12,0.382269306
doc11766,0,1,0,0,0,0,0,0,9,0.382715693
doc6412,0,1,0,0,0,0,0,0,4,0.38309843
doc4659,0,0,0,0,0,1,0,0,3,0.383263248
doc2134,0,1,0,0,0,0,0,0,9,0.383313566
doc3697,0,0,0,0,0,0,1,0,13,0.383341363
doc11227,0,0,0,1,0,0,0,0,5,0.383717275
doc5774,0,1,0,0,0,0,0,0,17,0.383970134
doc5948,0,1,0,0,0,0,0,0,5,0.384316569
doc6751,0,0,0,0,0,0,1,0,9,0.38451996
doc6664,0,1,0,0,0,0,0,0,2,0.384591108
doc3619,0,0,0,0,1,0,0,0,11,0.385023494
doc1194,0,0,1,0,0,0,0,0,7,0.385044291
doc5531,0,0,0,0,0,1,0,0,2,0.385185513
doc6280,0,0,0,0,0,0,0,1,4,0.385473697
doc12502,0,1,0,0,0,0,0,0,2,0.385869917
doc1568,0,0,1,0,0,0,0,0,10,0.385896251
doc1488,0,1,0,0,0,0,0,0,19,0.385949256
doc11475,0,1,0,0,0,0,0,0,5,0.386004002
doc12628,0,1,0,0,0,0,0,0,5,0.386210043
doc1923,0,0,0,0,0,1,0,0,5,0.386323557
doc5106,0,1,0,0,0,0,0,0,5,0.386983256
doc10534,0,0,0,0,0,1,0,0,4,0.387038054
doc6703,0,1,0,0,0,0,0,0,12,0.387569971
doc4608,0,1,0,0,0,0,0,0,10,0.387619795
doc2189,0,0,0,0,0,1,0,0,8,0.38791852
doc9117,0,1,0,0,0,0,0,0,8,0.387971595
doc6961,0,0,0,0,0,1,0,0,8,0.388228509
doc2272,0,1,0,0,0,0,0,0,2,0.388516318
doc10485,0,0,0,0.788552383,0,0.211447617,0,0,23,0.388756254
doc890,0,0,0,0,0,1,0,0,2,0.388959073
doc5125,0,1,0,0,0,0,0,0,18,0.389033085
doc4210,0,1,0,0,0,0,0,0,15,0.389112991
doc3194,0,0,1,0,0,0,0,0,3,0.389311772
doc12041,0,1,0,0,0,0,0,0,13,0.389655382
doc6399,0,0,0,0,0,1,0,0,2,0.389967075
doc12631,0,1,0,0,0,0,0,0,11,0.390180886
doc782,0,1,0,0,0,0,0,0,14,0.390503798
doc7710,0,0,0,1,0,0,0,0,15,0.390611498
doc10106,0,1,0,0,0,0,0,0,8,0.390785613
doc5856,0,0,0,0,0,1,0,0,4,0.391165311
doc9605,0,0,0.257942566,0,0.029719947,0.59142691,0,0.120910577,11,0.391533618
doc9140,0,0,0,0,1,0,0,0,3,0.391855791
doc13230,0,0,0,0,0,1,0,0,3,0.392084307
doc13135,0,1,0,0,0,0,0,0,3,0.392086543
doc6158,0,1,0,0,0,0,0,0,2,0.392205863
doc3157,0,0,0,0,0,1,0,0,6,0.392264085
doc6574,0,1,0,0,0,0,0,0,13,0.39236836
doc6640,0,0,1,0,0,0,0,0,2,0.392528911
doc10707,0,0,0,0,0,0,1,0,15,0.39258028
doc4058,0,0,0,0,0,1,0,0,4,0.392606691
doc1726,0,1,0,0,0,0,0,0,4,0.392672045
doc10619,0,1,0,0,0,0,0,0,7,0.392681306
doc4761,0,0,0,0,0,1,0,0,4,0.392816313
doc13222,0,0,0,0,0,1,0,0,4,0.393134875
doc2472,0,0,1,0,0,0,0,0,3,0.393243242
doc6998,0,0,0,0,1,0,0,0,7,0.393270631
doc13510,0,0,0,0,0,1,0,0,11,0.393355224
doc8217,0,1,0,0,0,0,0,0,2,0.393688442
doc5540,0,1,0,0,0,0,0,0,8,0.393741725
doc11278,0,1,0,0,0,0,0,0,15,0.394060644
doc10325,0,0.486884203,0,0,0,0,0,0.513115797,7,0.394209672
doc836,0,0,0,0,1,0,0,0,16,0.39439962
doc8490,0,0,0,0,0,1,0,0,18,0.394536541
doc12478,0,0,0,0,0,0.882926221,0,0.117073779,3,0.394581249
doc10472,0,1,0,0,0,0,0,0,5,0.394849998
doc8533,0,1,0,0,0,0,0,0,10,0.39510326
doc10120,0,0,0,0,0,1,0,0,3,0.395404473
doc3842,0,0.486884203,0,0,0,0,0,0.513115797,10,0.395431746
