Unnamed: 0,absence of mental illness,absence of physical illness,cognitive health,emotional health,physical activity health,sensory health,sleep health,subclinical health,Years since publication,contribution index
doc1852,0,0.238154613,0,0,0,0,0,0,15,0.294688947
doc12463,0,0,0,0,0,0,0,0.039421814,2,0.294701431
doc3773,0,0,0,0.010512485,0,0,0,0.011826544,17,0.294952642
doc10631,0,0,0,0,0,0.198643411,0,0,7,0.295279659
doc10741,0,0,0,0.072273324,0.083979328,0,0,0,14,0.295317686
doc10846,0,0.012468829,0,0,0,0,0,0,21,0.295587833
doc8071,0,0,0,0,0,0.039728682,0,0,4,0.295733875
doc3164,0,0.612219455,0,0,0,0,0,0,3,0.295752734
doc3184,0,0.491271818,0,0,0,0.385658915,0,0,12,0.295965028
doc3119,0,0,0,0,0.083979328,0,0,0,3,0.296234501
doc11211,0,0.215710724,0,0,0,0.070736433,0,0,4,0.296264657
doc5129,0,0.033665837,0.128777923,0,0.126614989,0,0,0,20,0.296288424
doc7705,0,0.650872822,0,0,0,0,0,0,10,0.296322948
doc4618,0,0.038653367,0,0,0,0,0,0,6,0.296380849
doc7767,0,0.021197008,0,0,0,0,0,0,7,0.296443503
doc5904,0,0.612219455,0,0,0,0,0,0,21,0.296471044
doc7693,0,0,0.29697766,0,0.126614989,0.385658915,0,0,14,0.296542379
doc9679,0,0.612219455,0,0,0,0,0,0,9,0.296600456
doc6947,0,0,0.009198424,0,0,0,0,0,8,0.29676243
doc12666,0,0,0,0,0.341085272,0,0,0,19,0.297110656
doc2910,0,0,0,0,0.028423773,0,0,0,23,0.297144634
doc10628,0,0.088528676,0,0,0,0,0,0,2,0.297300711
doc5170,0,0,0,0.021024967,0,0,0,0,3,0.297317041
doc10020,0,0,0,0,0,0.198643411,0,0,12,0.297833048
doc12123,0,0.099750623,0,0,0,0,0,0.094612352,7,0.297941946
doc10443,0,0.096009974,0,0,0,0,0,0,2,0.298010169
doc6147,0,0.612219455,0,0,0,0,0,0,8,0.298041138
doc12348,0,0,0,0,0,0.385658915,0,0,3,0.298084318
doc12839,0,0.012468829,0,0,0,0,0,0,16,0.298139581
doc7414,0,0.017456359,0,0,0,0,0,0.034165571,18,0.298160092
doc12419,0,0.026184538,0,0,0,0,0,0,5,0.298425687
doc10611,0,0.046134665,0,0,0,0,0,0,27,0.298557275
doc4647,0,0.011221947,0,0,0,0,0,0,4,0.298729189
doc1847,0,0.238154613,0,0,0.321705426,0.014534883,0,0,15,0.298871052
doc13030,0,0,0,0,0,0.082364343,0,0,6,0.298935894
doc11924,0,0.099750623,0,0,0,0,0,0,2,0.299092826
doc7512,0,0.100997504,0,0,0,0,0,0,10,0.299298799
doc5127,0,0,0,0,0.010335918,0,0,0.078843626,7,0.299321045
doc6804,0,0,0.030223389,0,0,0,0,0,7,0.299330758
doc961,0,0.038653367,0,0,0,0,0,0,23,0.299533997
doc8370,0,0,0,0,0,0,0,0.039421814,3,0.29966159
doc2002,0,0,0.021024968,0,0,0,0,0,17,0.299683072
doc194,0,0,0,0,0,0.198643411,0,0,3,0.299741371
doc7824,0,0,0,0,0.083979328,0,0,0,6,0.299794199
doc10732,0,0.068578555,0,0,0,0,0,0,2,0.299958281
doc4169,0,0.036159599,0,0,0,0,0,0,3,0.300047643
doc2862,0,0,0,0,0,0,0.06176084,0,2,0.301013548
doc3593,0,0.100997504,0,0,0.321705426,0.385658915,0,0,2,0.301065942
doc10578,0,0.021197008,0.022339028,0,0,0,0,0,24,0.301074749
doc4326,0,0.068578555,0,0,0,0,0,0,5,0.301491536
doc3608,0,0,0,0,0.015503876,0,0.03022339,0,10,0.301834872
doc11003,0,0,0.015768725,0,0,0,0,0,2,0.301841307
doc3944,0,0.612219455,0,0,0,0,0,0,14,0.301872963
doc8390,0,0,0,0,0,0.385658915,0,0,14,0.301878493
doc11214,0,0,0,0.036793693,0.334625323,0,0,0,28,0.302043665
doc11045,0,0,0.128777923,0.039421815,0.126614989,0,0,0.078843626,7,0.30216886
doc6807,0,0,0.168199736,0,0,0,0,0,3,0.302423882
doc12741,0,0,0,0,0,0.392441862,0,0,2,0.302494812
doc11556,0,0.096009974,0,0,0,0,0,0,4,0.302578952
doc6035,0,0.011221947,0,0,0,0,0,0,10,0.30260833
doc3978,0,0.70074813,0,0,0,0,0,0,9,0.302799
doc4658,0,0,0,0,0,0.006782947,0,0,2,0.302847252
doc1836,0,0,0,0,0,0.014534883,0,0,7,0.303057083
doc10495,0,0.096009974,0,0,0,0,0,0,3,0.303183843
doc3649,0,0.216957605,0,0,0,0,0,0,7,0.303380465
doc10276,0,0.612219455,0,0,0,0,0,0,7,0.303457419
doc4873,0,0,0,0,0,0.385658915,0,0,19,0.303493389
doc7973,0,0,0.027595269,0,0,0.584302326,0,0,13,0.303691001
doc9056,0,0,0,0,0,0,0,0.078843626,13,0.303707624
doc8383,0,0,0,0,0,0,0.159001315,0,11,0.303727077
doc4913,0,0.238154613,0,0,0.032299743,0.425387597,0,0.032851511,8,0.303730783
doc7586,0,0.11471322,0,0,0.032299743,0.385658915,0,0.032851511,15,0.303908311
doc2934,0,0,0.08541393,0,0,0,0,0,7,0.303929453
doc7184,0,0,0,0,0,0.385658915,0,0,14,0.304175559
doc4834,0,0.612219455,0,0,0,0,0,0,9,0.304215997
doc11877,0,0.096009974,0,0,0,0,0,0,3,0.304286927
doc9467,0,0,0,0,0,0,0,0.028909331,22,0.304424128
doc1286,0,0.612219455,0,0,0,0,0,0,9,0.304771902
doc12789,0,0,0,0,0,0.006782947,0,0,10,0.304913664
doc4613,0,0.096009974,0,0,0,0,0,0,5,0.304972457
doc2441,0,0.014962591,0,0,0,0,0,0,4,0.305035322
doc1803,0,0.026184538,0,0,0,0,0,0,8,0.305135282
doc10617,0,0.008728179,0,0,0.032299743,0,0,0.032851511,7,0.305252464
doc7936,0,0.148379057,0.128777923,0,0.126614989,0,0,0,10,0.305337325
doc218,0,0,0.168199736,0,0,0,0,0.078843626,3,0.305357258
doc10140,0,0.021197008,0,0,0,0,0,0,3,0.305581037
doc13304,0,0.033665837,0,0,0,0,0,0,11,0.305713779
doc5085,0,0.612219455,0,0,0,0,0,0,9,0.305714713
doc10118,0,0.008728179,0,0,0,0,0,0,5,0.305935188
doc6724,0,0.612219455,0,0,0,0,0,0,5,0.306095574
doc10397,0,0,0,0.072273324,0,0,0,0,22,0.30615232
doc3810,0,0,0.027595269,0,0,0,0,0.034165571,3,0.306165602
doc11538,0,0.054862845,0,0,0,0,0,0,3,0.306251039
doc4479,0,0.01371571,0,0,0.019379846,0,0,0,6,0.306400445
doc7052,0,0,0,0,0,0,0,0.028909331,2,0.306528076
doc10273,0,0.150872819,0,0,0,0,0,0,11,0.306584627
doc9302,0,0,0,0,0.321705426,0,0,0,11,0.306604674
doc8039,0,0,0,0,0.011627906,0.006782947,0,0,4,0.306736552
doc3863,0,0.089775563,0,0,0,0,0,0.094612352,17,0.306958006
doc3663,0,0.756857856,0,0,0,0,0,0,12,0.307242028
doc1981,0,0,0,0.039421815,0,0,0,0,6,0.307248829
doc6579,0,0.056109726,0,0,0,0,0,0,12,0.307372479
doc3821,0,0.041147135,0,0,0,0,0,0,7,0.307430707
doc7407,0,0,0.09198423,0,0,0,0,0,8,0.30744691
doc1850,0,0,0,0,0,0.037790698,0,0,10,0.307465539
doc10437,0,0,0.186596581,0,0,0,0,0,9,0.307703346
doc5963,0,0.037406486,0,0,0,0,0,0,7,0.30778272
doc6427,0,0,0,0.072273324,0,0.066860465,0,0,20,0.307918125
doc6204,0,0,0,0,0,0.039728682,0,0,4,0.30809415
doc3466,0,0,0,0,0.032299743,0.385658915,0,0.032851511,5,0.308110841
doc12096,0,0,0.08541393,0,0,0,0,0.011826544,21,0.308191291
doc9008,0,0.014962591,0,0,0,0,0,0,10,0.308466395
doc10816,0,0,0,0,0.012919897,0,0,0,11,0.308724524
doc3590,0,0.049875314,0,0,0,0,0,0,10,0.308740361
doc2327,0,0.012468829,0,0,0,0,0,0,22,0.308922288
doc10133,0,0.009975061,0,0,0,0,0,0,7,0.309231245
doc9402,0,0,0,0,0,0.385658915,0,0,7,0.30945091
doc4289,0,0.068578555,0,0,0,0,0,0,5,0.309464703
doc1513,0,0.083541145,0,0,0.321705426,0,0,0,23,0.309518698
doc9985,0,0.012468829,0,0,0,0,0,0,4,0.309538903
doc6820,0,0.031172069,0,0,0,0,0,0,3,0.309570276
doc9634,0,0.612219455,0,0,0,0,0,0,4,0.309589141
doc2170,0,0.238154613,0,0,0,0,0,0,11,0.309834374
doc11763,0,0.612219455,0,0,0,0,0,0,2,0.310065742
doc5967,0,0.201995014,0,0,0,0,0,0,12,0.310222585
doc10609,0,0,0.030223389,0,0,0,0,0,7,0.310258072
doc9521,0,0.612219455,0,0,0,0,0,0,18,0.310296178
doc9314,0,0.14339152,0,0,0,0,0,0,6,0.310581097
doc3467,0,0,0.168199736,0,0,0,0,0,5,0.310614615
doc5255,0,0.011221947,0,0,0,0,0,0,8,0.310683105
doc12301,0,0,0,0,0.009043927,0.425387597,0,0,9,0.31075311
doc2362,0,0,0,0.072273324,0,0,0,0,10,0.310803893
doc114,0,0.072319204,0,0,0,0,0,0,2,0.310870748
doc11708,0,0,0,0,0,0.007751939,0,0,3,0.310919049
doc1213,0,0,0,0.072273324,0,0.007751939,0,0,17,0.311086504
doc6248,0,0,0,0,0,0.016472868,0,0,11,0.311109605
doc6969,0,0.099750623,0,0,0,0,0,0,2,0.311286025
doc5539,0,0.099750623,0,0,0,0,0,0,11,0.311599719
doc12518,0,0.011221947,0,0,0,0,0,0,5,0.311614817
doc12720,0,0,0,0.072273324,0,0,0.06176084,0,8,0.31171561
doc1630,0,0,0,0,0,0,0,0.028909331,11,0.3119147
doc9037,0,0.078553615,0,0,0,0,0,0,12,0.312049673
doc7195,0,0,0.08541393,0,0,0,0,0,11,0.312049927
doc6120,0,0.033665837,0,0,0,0,0,0,9,0.312154727
doc12296,0,0,0.027595269,0,0,0.385658915,0,0,8,0.312588753
doc9753,0,0.021197008,0,0,0,0,0,0,4,0.31280104
doc600,0,0,0,0,0,0.20639535,0,0,8,0.313002772
doc1684,0,0.099750623,0,0,0,0,0,0,7,0.313027937
doc7881,0,0.27182045,0,0,0,0,0,0,13,0.313320485
doc3666,0,0.048628428,0,0,0,0,0,0,18,0.313358413
doc13553,0,0.048628428,0,0,0,0,0,0,4,0.313500925
doc8910,0,0,0,0,0,0.198643411,0,0,4,0.313558351
doc4400,0,0,0.09198423,0,0,0,0,0,24,0.313635323
doc1896,0,0,0.027595269,0,0,0,0,0,2,0.313771101
doc1739,0,0.028678306,0,0,0,0,0,0,15,0.313788792
doc1500,0,0,0,0,0,0.385658915,0,0,5,0.313808767
doc8192,0,0.036159599,0,0,0,0,0,0,11,0.313943236
doc3806,0,0,0,0,0,0,0.14586071,0,21,0.314122754
doc6136,0,0.238154613,0,0,0,0,0,0,11,0.314168446
doc10554,0,0,0.08541393,0,0,0,0,0,3,0.314230663
doc10736,0,0,0,0,0.083979328,0,0,0,7,0.314426868
doc6469,0,0.026184538,0,0,0,0,0,0,10,0.314481472
doc13612,0,0,0,0,0.321705426,0,0,0,25,0.314507786
doc10462,0,0.088528676,0,0,0,0,0,0,15,0.314794224
doc10567,0,0,0,0,0.321705426,0.385658915,0,0,15,0.314860728
doc8620,0,0,0,0,0,0.198643411,0,0,2,0.314870255
doc873,0,0.008728179,0,0,0.032299743,0.385658915,0,0.032851511,5,0.315292289
doc6021,0,0,0,0,0.321705426,0,0,0,6,0.315373422
doc13010,0,0,0,0,0,0.392441862,0,0,6,0.315379321
doc2493,0,0,0.168199736,0,0.025839794,0,0,0,2,0.316220967
doc2221,0,0,0,0,0.043927649,0,0,0,4,0.316702826
doc8157,0,0.033665837,0,0,0,0.385658915,0,0,9,0.316976221
doc6304,0,0,0,0,0,0.012596899,0,0,2,0.317158866
doc6888,0,0,0,0,0,0.204457363,0,0,2,0.317158866
doc11268,0,0,0,0.039421815,0,0.011627907,0,0,4,0.317460246
doc10478,0,0.238154613,0.156373192,0,0.126614989,0,0,0,17,0.317519945
doc2382,0,0,0,0.026281209,0,0,0,0,2,0.317555863
doc6180,0,0.612219455,0,0,0,0,0,0,6,0.317658405
doc6999,0,0.022443889,0,0,0,0,0,0,2,0.317826494
doc10925,0,0.068578555,0,0,0,0,0,0,9,0.317901578
doc6772,0,0.009975061,0,0,0,0,0,0,2,0.317941506
doc381,0,0.078553615,0,0,0,0,0,0,8,0.317961429
doc4643,0,0.053615964,0,0,0,0,0,0,3,0.318037059
doc3992,0,0,0,0,0.009043927,0,0,0.009198423,4,0.318046249
doc5862,0,0,0,0,0,0,0.03022339,0,21,0.318203557
doc11039,0,0.29052369,0,0,0.321705426,0,0,0,7,0.318370699
doc1232,0,0,0,0.036793693,0.321705426,0,0,0,18,0.318441644
doc11843,0,0.100997504,0,0,0.321705426,0.404069767,0,0,4,0.318655492
doc13610,0,0,0,0,0.019379846,0,0,0,6,0.318787382
doc11404,0,0.612219455,0,0,0,0,0,0,11,0.319025912
doc8950,0,0.078553615,0,0,0,0,0,0,9,0.3190628
doc359,0,0,0,0,0,0.007751939,0,0,9,0.319089009
doc12147,0,0.71446384,0,0,0,0,0,0,2,0.319634277
doc6523,0,0.017456359,0,0,0,0,0,0,12,0.319663933
doc4276,0,0,0.08541393,0,0,0,0,0,11,0.319807769
doc11641,0,0.10099751,0,0,0,0,0,0,7,0.319834206
doc2395,0,0,0,0,0.321705426,0.052325582,0,0,11,0.319835137
doc4578,0,0.612219455,0,0,0,0,0,0,6,0.320150288
doc2475,0,0.149625932,0,0,0,0,0,0,2,0.320267659
doc9614,0,0,0.128777923,0,0.142118865,0,0,0,11,0.320424162
doc7827,0,0,0,0.030223391,0,0,0,0,8,0.320468738
doc5057,0,0,0.08541393,0,0,0,0,0,13,0.320562304
doc10050,0,0.238154613,0.022339028,0,0,0,0,0,10,0.320569564
doc1192,0,0,0,0,0,0.385658915,0,0,2,0.320699682
doc5475,0,0,0.009198424,0,0.012919897,0,0,0,5,0.320788404
doc10039,0,0.612219455,0,0,0,0,0,0,13,0.320851508
doc7800,0,0.033665837,0,0,0,0.042635658,0,0,31,0.320986194
doc12923,0,0,0,0,0.019379846,0,0,0,5,0.321003974
doc13516,0,0.014962591,0,0,0,0,0,0,12,0.32108077
doc5601,0,0.089775563,0.009198424,0,0,0,0,0.094612352,12,0.321169641
doc2880,0,0,0,0,0,0,0,0.028909331,21,0.321456266
doc11178,0,0.009975061,0,0,0,0,0,0,3,0.321473918
doc3589,0,0.339152118,0,0,0,0.385658915,0,0,10,0.321729091
doc2324,0,0.122194512,0,0,0,0,0,0,5,0.321736604
doc693,0,0,0,0,0,0,0.189224705,0,5,0.321808694
doc8517,0,0.612219455,0,0,0,0,0,0,20,0.322016578
doc6472,0,0,0,0,0,0.014534883,0,0,4,0.322040944
doc11921,0,0.009975061,0,0,0,0.236434109,0,0,2,0.322059773
doc3942,0,0.612219455,0,0,0,0,0,0,12,0.322335516
doc4468,0,0.017456359,0,0,0,0,0,0,22,0.322379067
doc10403,0,0,0,0,0,0.006782947,0,0,3,0.322685905
doc12040,0,0.122194512,0,0,0,0,0,0,10,0.322937367
doc4708,0,0.078553615,0,0,0,0,0,0,4,0.323046126
doc4946,0,0,0.03416557,0,0,0,0,0,11,0.323329548
doc2167,0,0.011221947,0,0,0,0,0,0,10,0.323417776
doc13156,0,0.046134665,0,0,0,0,0,0,2,0.323658831
doc9446,0,0,0.128777923,0,0.126614989,0,0,0,6,0.323698469
doc12587,0,0.612219455,0,0,0,0,0,0,12,0.323795063
doc159,0,0.014962591,0,0,0,0,0,0,5,0.323904848
doc5510,0,0.038653367,0,0,0,0,0,0,6,0.323960292
doc1884,0,0.612219455,0,0,0,0,0,0,2,0.324081035
doc1221,0,0.01870324,0,0,0,0,0,0,7,0.324126393
doc3900,0,0.612219455,0,0,0,0,0,0,2,0.324186831
doc10391,0,0,0,0,0,0,0.20762155,0,9,0.324357736
doc5461,0,0,0.013140604,0,0,0,0,0,2,0.324375204
doc8706,0,0,0,0,0,0.198643411,0,0,3,0.324527892
doc8610,0,0.612219455,0,0,0,0,0,0,11,0.325137976
doc11586,0,0,0.128777923,0,0.126614989,0,0,0.113009197,18,0.325565683
doc3943,0,0.612219455,0,0,0,0,0,0,14,0.325596577
doc5148,0,0.009975061,0,0,0,0,0,0,4,0.325622943
doc2755,0,0.149625932,0,0,0,0,0,0,21,0.325933287
doc11861,0,0,0,0,0.083979328,0,0,0,2,0.326156867
doc2540,0,0.612219455,0,0,0,0,0,0,23,0.326423622
doc9211,0,0.144638402,0,0,0,0,0,0,14,0.326688193
doc12409,0,0,0,0,0.019379846,0,0,0,3,0.326787843
doc13409,0,0.049875309,0,0,0,0,0,0,4,0.326854161
doc6914,0,0.612219455,0,0,0,0,0,0,7,0.327081617
doc7281,0,0,0,0,0,0.385658915,0,0,2,0.327155784
doc6917,0,0.028678306,0,0,0,0,0,0,10,0.327191664
doc2568,0,0,0,0,0,0.198643411,0,0,11,0.327261019
doc5078,0,0.046134665,0,0,0,0,0,0,4,0.327495854
doc9094,0,0,0,0,0.012919897,0,0,0,13,0.327857146
doc10713,0,0,0,0,0,0,0.03022339,0,22,0.327948436
doc13190,0,0.645885291,0,0,0,0,0,0,10,0.328016749
doc2562,0,0,0.006570304,0,0,0,0,0,20,0.328068364
doc11295,0,0.238154613,0.128777923,0,0.126614989,0,0,0,19,0.328155369
doc9090,0,0.089775563,0,0,0,0,0,0.094612352,7,0.328325084
doc5581,0,0,0,0,0.012919897,0.425387597,0,0,4,0.328411286
doc8290,0,0.033665837,0,0,0,0,0,0,3,0.328450816
doc2855,0,0.612219455,0,0,0,0,0,0,21,0.328513941
doc2718,0,0,0.009198424,0,0,0.385658915,0,0,18,0.32852979
doc9434,0,0.238154613,0,0,0,0.018410852,0,0,6,0.328624507
doc1950,0,0.612219455,0,0,0,0,0,0,2,0.328632116
doc9582,0,0,0,0,0.019379846,0,0,0,7,0.328780886
doc1349,0,0,0,0,0,0,0.324572931,0,19,0.32885935
doc8373,0,0.238154613,0,0,0,0,0,0,12,0.329178004
doc8890,0,0,0,0.010512485,0,0,0,0,21,0.329385617
doc3647,0,0.088528676,0,0,0,0,0,0,17,0.329494968
doc12511,0,0.026184538,0,0,0,0,0,0,11,0.329498484
doc11367,0,0.711970078,0,0,0,0,0,0,2,0.329558776
doc1986,0,0,0,0,0.019379846,0,0,0,9,0.329639374
doc3763,0,0.068578555,0,0,0,0,0,0,7,0.329645315
doc8813,0,0.612219455,0,0,0,0,0,0,19,0.329679796
doc6175,0,0.008728179,0.009198424,0,0.012919897,0,0,0.009198423,7,0.329683301
doc13512,0,0,0,0,0,0.198643411,0,0,8,0.330082931
doc3694,0,0,0,0,0.083979328,0,0,0,11,0.330092173
doc8757,0,0,0,0,0.012919897,0,0,0,7,0.330478721
doc10335,0,0.009975061,0,0,0,0,0,0,8,0.330580062
doc5936,0,0.026184538,0,0,0,0,0,0,3,0.330831541
doc921,0,0,0,0,0,0,0,0.063074902,5,0.330984312
doc2304,0,0,0.168199736,0,0.321705426,0,0.178712221,0,16,0.331023523
doc4715,0,0,0,0.030223391,0,0,0,0.011826544,18,0.331075302
doc8819,0,0.612219455,0,0,0,0,0,0,12,0.331084551
doc12840,0,0,0,0,0,0.007751939,0,0,11,0.331236229
doc1219,0,0.012468829,0,0,0,0,0,0,11,0.331604951
doc7689,0,0,0.128777923,0,0.145994834,0,0,0,11,0.331748478
doc4005,0,0.078553615,0,0,0,0,0,0,27,0.331814859
doc10506,0,0.089775563,0,0,0,0,0,0.094612352,10,0.331908802
doc12066,0,0.612219455,0,0,0,0,0,0,3,0.332057418
doc3585,0,0,0.015768725,0,0,0,0,0,5,0.332129835
doc8,0,0,0,0.009198424,0,0,0,0,3,0.332542303
doc10618,0,0.008728179,0,0,0,0,0,0,8,0.332588997
doc10533,0,0,0,0,0.019379846,0,0.010512484,0,12,0.332627058
doc11859,0,0,0.128777923,0,0.126614989,0.020348839,0,0,8,0.332664276
doc4212,0,0.026184538,0,0,0,0,0,0,5,0.332669166
doc5207,0,0.068578555,0,0,0,0,0,0,6,0.332700251
doc1524,0,0,0.128777923,0,0.126614989,0,0,0,9,0.332724474
doc7812,0,0.612219455,0,0,0,0,0,0,15,0.332883921
doc2208,0,0.012468829,0,0,0,0,0,0,3,0.332970845
doc5096,0,0,0,0.072273324,0,0,0,0,23,0.333661627
doc3809,0,0.780548632,0,0,0,0,0,0,6,0.333856814
doc1351,0,0.017456359,0,0,0,0,0,0,11,0.333935312
doc2308,0,0.660847882,0,0,0,0,0,0,11,0.334002158
doc10121,0,0,0,0,0,0.014534883,0,0,13,0.334008854
doc3892,0,0.038653367,0,0,0,0,0,0,5,0.334178858
doc1596,0,0.074812966,0,0,0,0,0,0,21,0.334362987
doc7764,0,0.096009974,0,0,0,0,0,0,4,0.334510206
doc3816,0,0,0,0.072273324,0,0,0,0,13,0.334784176
doc2313,0,0.033665831,0,0,0,0,0,0,3,0.334794987
doc1809,0,0.033665837,0,0,0,0,0,0,7,0.335031009
doc7807,0,0.650872822,0,0,0,0,0,0,12,0.335127309
doc3933,0,0.100997504,0,0,0.009043927,0,0,0,4,0.335173541
doc9659,0,0,0.009198424,0,0.321705426,0,0,0,17,0.335224017
doc10169,0,0,0,0,0,0.03391473,0,0,6,0.335389297
doc10280,0,0,0,0,0,0.048449613,0,0,5,0.335438407
doc1083,0,0.612219455,0,0,0,0,0,0,19,0.335579199
doc2300,0,0.612219455,0,0,0,0,0,0,3,0.335772278
doc7021,0,0.612219455,0,0,0,0,0,0,12,0.336014758
doc4461,0,0.096009974,0,0,0,0,0,0,2,0.336053203
doc8089,0,0,0,0,0,0,0,0.011826544,23,0.336071453
doc3840,0,0,0,0,0.019379846,0,0,0,3,0.336294862
doc13441,0,0,0,0,0,0.007751939,0,0,2,0.336454984
doc5599,0,0.089775563,0.08541393,0,0,0,0,0.094612352,16,0.336534342
doc11147,0,0.612219455,0,0,0,0,0,0,7,0.336570846
doc8450,0,0.036159599,0,0,0,0.018410852,0,0,2,0.336619807
doc9403,0,0,0,0,0.083979328,0.037790698,0,0,2,0.336818582
doc12246,0,0.077306734,0,0,0,0,0,0,13,0.336926384
doc8647,0,0,0,0,0.083979328,0,0,0,11,0.336967577
doc469,0,0,0,0.072273324,0,0,0,0,3,0.337224388
doc8075,0,0.612219455,0,0,0,0,0,0,21,0.337355327
doc7055,0,0,0,0,0.020671833,0,0,0,8,0.337628757
doc8573,0,0.078553615,0,0,0,0,0,0,8,0.337822431
doc3720,0,0,0.010512484,0.036793693,0,0,0,0,10,0.337902621
doc1810,0,0.612219455,0,0,0,0,0,0,11,0.337937046
doc3203,0,0,0,0,0.018087855,0,0.178712221,0,10,0.338044813
doc2783,0,0.056109726,0,0,0,0,0,0,2,0.338132886
doc1089,0,0,0,0,0.083979328,0,0,0,13,0.338307167
doc1791,0,0,0.128777923,0,0.126614989,0,0,0.078843626,8,0.338343533
doc4502,0,0,0.09198423,0,0,0,0,0,3,0.338423926
doc10047,0,0.125935167,0,0,0.321705426,0,0,0,8,0.338486408
doc2716,0,0,0.168199736,0,0,0.385658915,0,0,15,0.338630577
doc12075,0,0,0,0,0,0.198643411,0,0,10,0.338724247
doc1607,0,0.026184538,0,0,0,0,0,0,3,0.338783261
doc2942,0,0.089775563,0,0,0,0,0,0.094612352,4,0.338858077
doc5528,0,0.096009974,0,0,0,0,0,0,2,0.338917234
doc11385,0,0.70074813,0,0,0,0,0,0,12,0.339011876
doc12735,0,0.612219455,0,0,0,0,0,0,12,0.339121634
doc11490,0,0,0,0,0,0.385658915,0.178712221,0,5,0.339346126
doc1011,0,0.046134665,0,0,0,0,0,0,3,0.339397489
doc8965,0,0.612219455,0,0,0,0,0,0,4,0.339397489
doc9511,0,0,0,0,0,0,0.178712221,0,6,0.339401322
doc9741,0,0,0,0.09329829,0,0,0,0,19,0.339466104
doc10246,0,0.014962591,0,0,0,0,0,0,6,0.339485602
doc11468,0,0,0,0,0,0,0.178712221,0,5,0.339525866
doc8336,0,0.021197008,0,0,0,0,0,0,4,0.339647472
doc12607,0,0.105985035,0,0,0,0.052325582,0,0,4,0.340250036
doc12218,0,0,0,0,0,0.014534883,0,0,7,0.34035517
doc3500,0,0.01870324,0,0,0,0,0,0,17,0.340636535
doc5508,0,0.054862845,0,0,0,0,0,0,4,0.340873701
doc7377,0,0,0.168199736,0,0,0.03391473,0,0,9,0.341129655
doc10469,0,0.708229429,0,0,0,0,0,0,4,0.341336698
doc11879,0,0.046134665,0,0,0,0,0,0,4,0.341555111
doc5485,0,0.612219455,0,0,0,0,0,0,10,0.34162762
doc10612,0,0.046134665,0,0,0,0,0,0,25,0.341731763
doc1802,0,0.021197008,0,0,0,0,0,0,4,0.341854861
doc12990,0,0.042394016,0,0,0,0,0,0,14,0.3418744
doc40,0,0.612219455,0,0,0,0,0,0,6,0.342137642
doc11294,0,0,0,0.072273324,0,0,0,0,15,0.342496179
doc1777,0,0.134663341,0,0,0,0,0,0,4,0.342497124
doc7226,0,0,0,0,0.019379846,0,0,0,14,0.342991172
doc360,0,0,0,0,0.019379846,0,0,0,7,0.343099113
doc13346,0,0,0,0,0.019379846,0,0,0,8,0.343446698
doc2090,0,0,0,0,0,0.037790698,0,0,5,0.34348325
doc9206,0,0.612219455,0,0,0,0,0,0,5,0.34348325
doc4818,0,0,0,0,0,0.198643411,0,0,8,0.343564035
doc12809,0,0,0,0,0,0.198643411,0,0,2,0.343614643
doc3398,0,0.014962591,0,0,0,0,0,0,4,0.343907761
doc5424,0,0.068578555,0,0,0,0,0,0,15,0.343934535
doc4394,0,0.021197008,0,0,0.083979328,0,0,0,2,0.344037458
doc12190,0,0.008728179,0,0,0,0,0,0,2,0.344442423
doc2394,0,0.612219455,0,0,0,0,0,0,4,0.344447338
doc12563,0,0.009975061,0,0,0,0,0,0,3,0.34452017
doc6316,0,0.612219455,0,0,0,0,0,0,4,0.344606864
doc669,0,0.612219455,0,0,0,0,0,0,28,0.344758778
doc4421,0,0,0,0,0.019379846,0,0,0,7,0.344972204
doc7814,0,0.612219455,0,0,0,0,0,0,15,0.345478195
doc11373,0,0,0.168199736,0,0,0.007751939,0,0,16,0.345710678
doc5987,0,0,0.013140604,0,0,0,0,0,11,0.345785656
doc9262,0,0.014962591,0,0,0,0,0,0,3,0.346190802
doc11738,0,0.11471322,0.018396845,0,0,0,0,0,4,0.346686917
doc523,0,0.612219455,0,0,0,0,0,0,5,0.346955697
doc774,0,0.012468829,0,0,0,0,0,0,16,0.347063103
doc4675,0,0.612219455,0,0,0,0,0,0,3,0.34709346
doc8205,0,0,0,0,0.083979328,0,0.178712221,0,2,0.34709346
doc2865,0,0,0,0,0.019379846,0,0,0,4,0.347341193
doc13615,0,0.339152118,0,0,0,0.385658915,0,0,9,0.347747146
doc11233,0,0,0,0,0,0.048449613,0,0,4,0.347758707
doc1168,0,0.100997504,0,0,0,0,0,0,4,0.348721371
doc10716,0,0.612219455,0,0,0,0,0,0,3,0.349089116
doc4027,0,0,0,0,0,0.014534883,0,0,7,0.349198826
doc3051,0,0,0,0,0,0.198643411,0,0.011826544,2,0.349310565
doc10237,0,0,0,0,0.019379846,0,0,0,8,0.349722609
doc8686,0,0.612219455,0,0,0,0,0,0,2,0.349785097
doc11778,0,0.089775563,0,0,0,0,0,0.094612352,9,0.350585451
doc6915,0,0.012468829,0,0,0,0,0,0,6,0.350647936
doc12294,0,0.70074813,0,0,0,0,0,0,7,0.35087617
doc4168,0,0.036159599,0,0,0,0,0,0,4,0.351502321
doc7756,0,0,0.08541393,0,0,0,0,0,8,0.351620834
doc11965,0,0.096009974,0,0,0,0,0,0,4,0.351630631
